player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,8,6,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,43,0,0,0,0,0,0,,,0,0,,,4.4,,,0,0,,64.9,0,,0.0,0,0,0.0,0,6,100.0,135,3,1,0,0,0,0,0.0,
Terrell Suggs,1326,ED,BLT,9,38,0,3,0,,,11.4,,,0,0,,77.4,0,,66.7,2,0,0.0,0,10,26.3,88,2,1,0,0,0,0,0.0,,0,0,5.4,60.0,14.7,8.0,4.8,0,0,0.0,35.4,0,15,100.0,1,0,75.4,3,24,63.2,163,4,0,5,0,28,25,1.2,9.3
Mike Adams,1972,S,CAR,8,325,0,5,3,10.2,100.0,87.4,8.3,8.3,0,0,0.0,40.2,0,31,0.0,0,0,118.8,9,83,25.5,95,0,6,9,0,150,58,2.0,16.7,0,2,12.8,53.8,94.9,31.1,16.8,1,1,7.7,71.6,3,31,7.7,1,1,37.5,7,225,69.2,237,4,10,13,0,94,27,0.4,13.4
Adam Jones,2223,CB,DEN,5,99,0,10,1,4.0,87.5,100.0,4.7,4.1,0,1,12.5,44.2,0,30,37.5,3,1,102.1,7,35,35.4,35,1,4,8,0,68,46,2.1,9.7,0,0,11.4,40.0,100.0,26.5,10.6,0,1,20.0,77.4,0,5,0.0,0,1,47.9,2,56,56.6,56,0,3,5,0,8,2,0.2,4.0
Thomas Davis Sr.,2231,LB,CAR,4,122,0,5,0,7.7,66.7,70.5,14.5,9.7,0,1,33.3,78.5,0,17,50.0,1,1,86.8,2,31,25.4,44,1,1,3,0,21,7,0.7,10.5,0,1,6.5,41.7,88.2,16.2,6.8,0,3,25.0,71.7,0,21,0.0,0,3,59.0,5,82,67.2,93,2,6,12,0,64,43,0.8,12.8
Derrick Johnson,2232,LB,OAK,6,89,0,23,0,,,69.0,,,0,0,,71.8,0,,0.0,0,0,0.0,0,20,22.5,29,0,2,0,0,0,0,0.0,,0,0,8.7,100.0,95.2,18.0,18.0,0,0,0.0,63.3,0,11,28.6,2,0,106.9,3,59,66.3,62,4,5,3,0,29,3,0.5,9.7
Lorenzo Alexander,2476,LB,BUF,9,51,0,4,1,,,8.1,,,0,0,,78.6,1,,0.0,0,0,0.0,0,3,5.9,37,1,1,0,0,0,0,0.0,,0,2,2.8,75.0,30.7,7.7,5.8,0,1,12.5,87.8,0,7,11.1,1,1,78.6,6,47,92.2,153,6,6,8,0,27,19,0.6,4.5
Johnathan Joseph,2969,CB,HST,8,302,0,13,0,10.7,48.6,100.0,7.5,3.6,0,2,5.7,65.7,0,42,0.0,0,2,76.1,17,136,45.0,136,5,15,35,1,202,59,1.6,11.9,0,2,7.5,66.7,100.0,10.6,7.0,0,2,9.5,81.4,1,40,23.8,5,2,74.9,14,151,50.0,151,4,14,21,0,187,72,1.3,13.4
Frostee Rucker,3036,ED,OAK,7,2,0,23,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,28,0,0,0,0,0,0,,,0,0,,,2.8,,,0,0,,60.4,0,,0.0,0,0,0.0,0,2,100.0,71,0,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,9,2,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,44,0,0,0,0,0,0,,,0,1,,,1.1,,,0,0,,62.5,0,,25.0,1,0,0.0,0,2,100.0,183,5,2,0,0,0,0,0.0,
