player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,16,11,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,79,1,0,0,0,0,0,,,0,0,9.0,50.0,4.5,11.0,5.5,0,1,50.0,72.0,0,18,0.0,0,1,81.3,1,11,100.0,244,6,2,2,0,18,11,1.6,18.0
Terrell Suggs,1326,ED,BLT,17,71,0,3,0,7.0,100.0,14.8,24.0,24.0,1,0,0.0,76.6,0,31,66.7,2,0,118.8,1,28,39.4,189,2,1,1,0,31,24,1.3,31.0,0,1,3.9,50.0,12.3,9.5,4.8,0,0,0.0,39.2,0,15,40.0,2,0,65.1,4,39,54.9,318,6,2,8,0,41,35,1.1,10.3
Mike Adams,1972,S,CAR,16,566,0,5,4,10.2,100.0,90.3,13.3,13.3,0,0,0.0,46.3,0,31,0.0,0,0,118.8,9,131,23.1,145,0,7,9,0,150,58,1.3,16.7,0,2,14.0,71.4,96.0,25.8,18.4,1,1,4.8,50.7,3,75,8.0,2,1,105.9,15,404,71.4,421,4,21,21,2,278,92,0.7,18.5
Adam Jones,2223,CB,DEN,6,102,0,10,1,4.0,87.5,100.0,5.0,4.4,0,1,12.5,45.4,0,30,37.5,3,1,102.1,7,37,36.3,37,1,4,8,0,68,46,1.9,9.7,0,0,9.5,50.0,100.0,18.0,9.0,0,1,16.7,73.1,0,14,0.0,0,1,59.0,3,57,55.9,57,0,3,6,0,22,16,0.4,7.3
Thomas Davis Sr.,2231,LB,CAR,12,330,0,5,0,5.0,57.1,64.8,14.0,8.0,0,2,28.6,79.9,0,18,50.0,1,2,81.3,4,59,17.9,91,1,1,7,0,53,41,0.9,13.3,0,4,5.3,77.8,89.4,8.6,6.7,0,3,8.3,64.7,0,28,6.1,2,3,98.3,28,252,76.4,282,10,27,36,0,273,160,1.1,9.8
Derrick Johnson,2232,LB,OAK,6,89,0,23,0,,,69.0,,,0,0,,71.8,0,,0.0,0,0,0.0,0,20,22.5,29,0,2,0,0,0,0,0.0,,0,0,8.7,100.0,95.2,18.0,18.0,0,0,0.0,63.3,0,11,28.6,2,0,106.9,3,59,66.3,62,4,5,3,0,29,3,0.5,9.7
Lorenzo Alexander,2476,LB,BUF,16,132,0,4,1,-2.0,50.0,23.2,18.0,9.0,0,0,0.0,92.3,2,-5,0.0,0,0,16.7,1,19,14.4,82,3,3,2,0,-5,0,-0.3,-5.0,0,2,2.9,77.8,39.6,5.0,3.9,1,3,11.1,63.1,0,22,10.5,2,3,93.7,21,108,81.8,273,6,15,27,0,175,137,1.7,8.3
Haloti Ngata,2957,DI,PHI,15,2,0,24,0,,,1.7,,,0,0,,59.7,0,,,0,0,0.0,0,1,50.0,59,0,0,0,0,0,0,0.0,,0,0,,,0.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,155,1,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,15,567,0,13,0,10.5,50.0,98.7,8.8,4.4,0,4,8.0,66.2,0,42,4.5,1,4,75.4,25,236,41.6,239,5,21,50,1,300,81,1.4,12.0,0,4,9.5,67.6,100.0,11.5,7.8,1,3,8.1,83.3,2,48,22.0,9,3,79.6,25,296,52.2,296,11,28,37,1,308,100,1.1,12.3
Frostee Rucker,3036,ED,OAK,15,6,0,23,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,47,0,0,0,0,0,0,,,0,0,26.0,0.0,3.6,,5.0,0,0,0.0,65.5,0,,0.0,0,0,39.6,0,6,100.0,169,0,2,1,0,0,0,0.0,
