player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Julio Jones,6158,WR,ATL,1,18,0,2,8.4,0,40.0,33.3,1,3,0.0,0,1,0,68.3,73.1,1,9,0.0,0,12,2,100.0,12,8.3,5,27.8,0,13,2,1.0,6.5,1.08,0,18.5,1,80.0,0.0,0,1,0.0,0,6,0,76.5,91.0,0,36,0.0,0,29,8,96.6,28,118.8,10,55.6,0,156,30,3.8,19.5,5.57
Michael Thomas,10681,WR,NO,1,17,0,20,8.8,1,100.0,,0,0,0.0,0,3,0,72.1,91.0,0,35,0.0,0,11,4,90.9,10,158.3,4,23.5,1,59,31,7.8,14.8,5.9,0,8.1,0,91.7,,0,0,8.3,1,4,1,60.2,68.4,0,21,0.0,0,32,11,93.8,30,106.6,12,70.6,0,115,29,2.6,10.5,3.83
Antonio Brown,5718,WR,PIT,1,16,0,25,11.3,0,50.0,33.3,1,3,0.0,0,5,0,74.6,81.5,0,22,0.0,0,24,5,95.8,23,105.4,10,62.5,1,68,26,5.2,13.6,2.96,0,13.8,0,50.0,,0,0,0.0,0,1,0,68.3,59.8,2,11,0.0,0,20,2,100.0,20,16.7,4,25.0,0,12,12,6.0,6.0,0.6
Odell Beckham Jr.,8647,WR,NYG,1,14,0,21,14.4,0,60.0,,0,0,0.0,0,2,0,70.5,74.4,0,24,0.0,0,17,3,94.1,16,98.8,5,35.7,0,56,12,4.0,18.7,3.5,0,10.4,2,87.5,,0,0,0.0,0,2,0,76.5,70.7,0,21,0.0,0,28,7,78.6,22,96.4,8,57.1,0,57,12,1.7,8.1,2.59
Jarvis Landry,8698,WR,CLV,1,14,0,8,10.1,0,57.1,0.0,0,2,0.0,0,2,0,72.1,73.1,0,39,0.0,0,20,4,95.0,19,85.4,7,50.0,0,60,17,4.3,15.0,3.16,0,13.3,0,50.0,0.0,0,1,25.0,1,1,0,36.2,62.6,0,33,0.0,0,30,3,96.7,29,75.7,6,42.9,0,46,8,2.7,15.3,1.59
Corey Davis,11760,WR,TEN,1,13,0,31,6.8,0,50.0,,0,0,0.0,0,1,0,68.3,62.9,0,10,0.0,0,12,2,100.0,12,56.3,4,30.8,0,11,13,6.5,5.5,0.92,0,9.4,0,42.9,,0,0,0.0,0,3,0,70.5,66.4,0,18,0.0,0,23,3,95.7,22,67.6,7,53.8,0,50,16,5.3,16.7,2.27
Adam Thielen,8288,WR,MIN,1,12,0,18,12.8,0,75.0,0.0,0,1,0.0,0,3,0,70.5,90.9,0,15,0.0,0,8,3,100.0,8,106.3,4,33.3,0,40,14,4.7,13.3,5.0,0,12.6,0,37.5,50.0,1,2,25.0,1,3,0,36.8,58.7,0,34,0.0,0,33,3,100.0,33,65.6,8,66.7,0,62,35,11.7,20.7,1.88
Melvin Gordon III,9448,HB,LAC,1,12,0,27,-2.2,4,66.7,,0,0,20.0,1,3,0,41.6,73.9,0,20,20.0,3,15,4,60.0,9,93.8,6,50.0,0,52,68,17.0,13.0,5.78,0,0.0,1,83.3,,0,0,16.7,1,3,0,45.8,58.1,0,25,12.0,3,25,5,84.0,21,101.4,6,50.0,0,50,52,10.4,10.0,2.38
Jared Cook,5012,TE,OAK,1,12,0,23,12.0,0,60.0,50.0,2,4,0.0,0,2,0,70.5,81.0,1,28,7.7,1,13,3,76.9,10,51.7,5,41.7,0,47,16,5.3,15.7,4.7,0,5.9,2,85.7,0.0,0,1,0.0,0,5,0,74.6,90.6,1,45,3.4,1,29,6,89.7,26,79.2,7,58.3,0,133,95,15.8,22.2,5.12
Alvin Kamara,11822,HB,NO,1,12,0,20,10.0,0,50.0,,0,0,0.0,0,0,0,64.7,55.6,0,7,22.2,2,9,1,77.8,7,58.3,2,16.7,0,7,5,5.0,7.0,1.0,0,5.1,3,77.8,33.3,1,3,0.0,0,3,0,52.5,75.7,0,35,0.0,0,30,7,93.3,28,112.0,9,75.0,0,98,61,8.7,14.0,3.5
