player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
DeAngelo Hall,1729,CB,WAS,3,0,3.0,0,0,32,50.6,50.9,0.0,58.6,83.6,76.1,0.0,0,1,49,52,6.1,3,4
D.J. Williams,1738,LB,CHI,12,10,3.5,0,0,6,41.6,50.0,34.3,58.9,63.5,74.0,10.8,4,1,204,210,7.4,15,23
Vince Wilfork,1742,DI,NE,16,10,2.2,0,0,19,60.1,64.7,87.6,46.9,77.9,52.3,6.4,3,0,332,340,8.7,29,34
Jason Babin,1748,ED,NYJ,15,5,1.7,1,0,22,71.3,72.8,19.6,65.5,79.8,80.9,4.8,1,6,127,131,7.9,10,15
Karlos Dansby,1754,LB,CLV,12,13,5.1,0,0,8,90.1,86.5,85.6,59.4,73.5,74.9,6.2,4,0,322,328,8.7,28,48
Daryl Smith,1760,LB,BLT,16,12,3.0,0,0,3,72.2,78.1,69.9,81.7,75.0,84.1,4.6,3,3,367,376,9.0,33,50
Dwan Edwards,1772,DI,CAR,16,11,1.9,0,0,5,57.4,57.4,78.4,53.6,62.8,66.9,0.0,0,1,168,172,10.1,17,20
Randy Starks,1792,DI,MIA,15,6,1.0,0,0,17,67.2,66.3,86.9,67.9,56.3,52.2,9.1,2,0,271,274,3.7,10,14
Shaun Phillips,1819,ED,IND,16,5,3.4,1,0,14,64.0,52.6,24.3,50.6,60.8,37.8,15.8,3,3,148,155,4.1,6,11
Will Allen,1832,S,PIT,10,2,2.6,1,0,25,52.2,51.7,23.0,67.9,58.2,58.1,20.0,3,1,109,111,5.5,6,10
Robert Geathers,1838,ED,CIN,16,5,2.2,0,0,7,60.7,47.7,69.6,40.0,67.9,69.9,6.3,1,1,156,163,4.5,7,10
Jared Allen,1847,ED,CHI,15,8,1.8,1,1,6,68.9,74.2,56.9,66.5,68.7,68.5,4.5,2,2,328,336,8.5,28,34
Antonio Smith,1856,DI,OAK,16,3,1.4,1,0,23,59.9,52.1,35.9,69.0,40.4,55.9,6.7,1,5,270,281,4.1,11,11
Mike Adams,1972,S,IND,16,5,9.4,1,0,14,89.2,86.8,90.2,70.4,72.3,76.5,13.0,7,1,385,395,2.1,8,42
Tommy Kelly,2093,DI,ARZ,16,9,3.1,0,0,1,67.4,66.2,47.1,59.2,69.3,71.1,0.0,0,3,252,256,5.6,14,18
George Wilson,2210,S,TEN,16,11,4.8,0,0,31,64.6,48.1,23.4,33.5,31.0,72.8,7.4,4,2,323,330,6.8,22,39
Adam Jones,2223,CB,CIN,16,0,5.9,2,0,7,70.6,69.6,62.1,60.0,54.9,35.2,21.4,3,7,232,239,1.7,4,11
Antrel Rolle,2225,S,NYG,16,5,6.4,0,1,21,56.9,47.7,0.0,56.0,36.7,52.4,25.0,12,6,409,421,4.2,17,31
Carlos Rogers,2226,CB,OAK,7,3,3.7,0,1,23,57.0,59.0,84.6,44.9,66.4,57.3,23.5,4,2,214,224,3.3,7,10
DeMarcus Ware,2228,ED,DEN,16,4,1.7,0,0,10,55.9,66.4,35.9,63.4,72.4,47.1,14.3,4,3,210,214,7.1,15,20
Thomas Davis Sr.,2231,LB,CAR,15,8,3.3,0,0,5,85.0,78.0,61.8,79.2,61.9,57.8,15.1,8,2,321,326,7.2,23,37
Derrick Johnson,2232,LB,KC,1,0,2.7,0,0,16,67.3,72.4,73.5,72.3,63.1,48.5,25.0,1,0,9,9,22.2,2,3
Mike Patterson,2248,DI,NYG,16,8,3.6,0,0,21,57.4,53.2,86.4,52.6,54.2,56.3,12.0,3,0,226,232,5.3,12,14
Jonathan Babineaux,2276,DI,ATL,15,6,2.0,0,0,2,69.3,66.5,75.1,62.3,60.0,28.8,33.3,8,1,244,247,3.3,8,10
Justin Tuck,2291,ED,OAK,15,5,1.7,0,1,23,62.1,70.1,43.1,68.7,67.8,46.9,6.1,2,4,228,239,8.3,19,26
Chris Canty,2349,DI,BLT,11,6,2.2,0,0,3,58.1,59.5,67.0,47.5,73.3,44.8,10.7,3,1,139,143,10.1,14,19
Trent Cole,2363,ED,PHI,15,8,3.4,0,1,24,54.7,68.4,19.7,75.2,67.5,72.0,13.6,6,7,308,316,6.2,19,30
C.J. Mosley,2408,DI,DET,15,4,2.8,0,1,11,56.9,71.3,86.0,63.4,71.2,67.8,3.8,1,0,189,195,7.9,15,21
Kevin Vickerson,2433,DI,KC,14,6,0.5,0,0,16,63.5,63.6,45.8,52.5,69.2,59.3,0.0,0,1,82,82,6.1,5,6
Jay Ratliff,2441,DI,CHI,11,6,3.1,0,0,6,66.7,86.1,86.8,71.1,81.8,45.0,7.4,2,0,164,166,6.7,11,19
Lorenzo Alexander,2476,ED,ARZ,5,1,12.0,0,0,1,78.1,66.5,69.5,64.1,49.2,79.3,0.0,0,0,9,10,0.0,0,2
Chase Blackburn,2498,LB,CAR,5,3,6.0,0,0,5,69.1,57.5,75.1,63.7,49.7,57.5,20.0,2,0,48,49,6.3,3,5
Brandon Browner,2512,CB,NE,9,1,2.8,2,0,19,56.6,55.4,0.0,,72.6,60.2,16.7,1,15,185,192,2.2,4,4
Jim Leonhard,2694,S,CLV,12,1,10.1,0,0,8,82.6,78.1,87.6,64.1,48.9,72.3,21.4,3,0,168,168,2.4,4,10
Ahmad Brooks,2945,ED,SF,13,5,4.3,0,0,28,74.2,63.9,21.2,62.4,62.6,39.8,24.0,6,5,235,244,4.3,10,14
Mario Williams,2946,ED,BUF,16,1,0.5,0,0,4,54.8,76.1,73.9,73.6,69.9,73.2,9.1,2,2,280,290,6.4,18,19
A.J. Hawk,2950,LB,GB,16,18,4.3,0,1,12,58.9,53.9,85.7,52.4,50.7,82.5,6.9,4,0,365,370,4.7,17,36
Donte Whitner,2953,S,CLV,16,14,6.5,0,1,8,70.5,78.1,86.0,83.8,84.8,72.0,14.3,9,0,467,473,3.0,14,40
Haloti Ngata,2957,DI,BLT,12,7,3.7,0,1,3,69.8,78.5,42.5,65.3,82.0,79.1,3.8,1,3,195,201,6.2,12,18
Kamerion Wimbley,2958,ED,TEN,13,3,4.2,0,0,31,69.0,56.6,85.9,55.1,49.9,58.5,13.0,3,0,277,283,3.2,9,17
Brodrick Bunkley,2959,DI,NO,11,5,2.9,0,0,20,,63.7,83.4,48.3,69.9,64.0,5.0,1,0,135,138,7.4,10,14
Chad Greenway,2962,LB,MIN,12,20,5.1,1,0,18,46.1,46.0,75.8,57.0,46.7,54.1,7.5,4,1,308,315,3.9,12,29
Antonio Cromartie,2964,CB,ARZ,16,1,9.5,2,0,1,65.8,66.1,68.1,48.9,66.1,55.6,18.8,3,5,342,348,1.5,5,12
Tamba Hali,2965,ED,KC,16,9,3.9,2,0,16,85.5,74.1,56.0,68.2,66.1,65.0,13.0,7,4,375,383,5.6,21,38
Manny Lawson,2967,ED,BUF,16,2,1.7,0,0,4,66.4,55.6,59.7,56.8,55.7,80.7,8.3,1,1,124,132,5.6,7,9
Johnathan Joseph,2969,CB,HST,16,0,7.5,2,0,13,74.2,73.6,63.2,,64.4,74.7,16.7,2,4,292,301,0.3,1,10
Mathias Kiwanuka,2977,ED,NYG,11,4,2.2,0,0,21,54.1,47.1,58.8,56.9,44.0,49.1,10.5,2,3,222,227,5.0,11,13
DeMeco Ryans,2978,LB,PHI,8,7,2.9,0,0,24,61.6,63.1,52.1,49.7,68.5,70.4,6.8,3,1,205,209,10.2,21,34
D'Qwell Jackson,2979,LB,IND,16,18,3.5,1,0,14,45.8,54.6,88.0,52.1,66.1,65.3,8.2,8,1,380,390,11.8,45,72
Danieal Manning,2987,S,HST,16,3,13.6,0,0,13,66.9,65.9,82.4,36.8,65.8,89.2,8.3,1,1,143,144,1.4,2,8
Roman Harper,2988,S,CAR,16,2,5.6,0,0,5,54.2,59.0,63.0,90.1,63.3,63.9,0.0,0,1,342,348,5.8,20,32
Bernard Pollard,2999,S,TEN,5,4,7.9,1,0,31,70.4,70.2,0.0,77.7,71.2,78.0,11.8,2,2,156,162,1.9,3,11
Richard Marshall,3003,CB,SD,8,2,0.5,0,0,27,41.6,45.3,83.1,57.3,79.3,76.9,0.0,0,4,73,75,2.7,2,2
Tim Jennings,3007,CB,CHI,16,2,11.4,0,1,6,67.8,70.9,66.5,55.8,84.6,56.2,15.4,2,3,369,379,0.3,1,9
Darryl Tapp,3008,ED,DET,16,1,3.3,0,0,11,62.3,63.1,59.8,61.9,60.9,75.3,0.0,0,1,119,123,3.4,4,8
Derek Hagan,3027,WR,TEN,1,0,,1,0,31,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Frostee Rucker,3036,DI,ARZ,15,4,-0.1,0,1,1,65.9,63.3,85.9,53.4,67.9,34.8,20.0,5,0,196,199,7.7,15,16
Jason Hatcher,3037,DI,WAS,13,2,2.0,0,0,32,62.7,69.8,55.0,69.3,62.7,48.8,16.7,3,2,137,146,7.3,10,13
Will Blackmon,3060,CB,JAX,8,2,6.7,0,0,15,43.4,50.1,84.0,58.4,83.4,43.1,11.1,1,2,104,105,3.8,4,6
Stephen Tulloch,3061,LB,DET,3,1,2.5,0,0,11,52.9,68.6,73.3,75.3,76.6,37.6,20.0,3,0,51,51,17.6,9,11
Domata Peko Sr.,3068,DI,CIN,16,6,2.4,0,0,7,62.9,52.3,66.3,48.6,56.3,51.4,5.9,2,2,333,338,6.3,21,26
Barry Cofield,3069,DI,WAS,8,3,5.0,0,0,32,,44.3,82.7,53.2,39.4,72.4,0.0,0,0,79,81,1.3,1,2
Elvis Dumervil,3071,ED,BLT,16,2,9.2,2,0,3,60.2,76.9,14.9,82.6,62.7,63.4,11.1,1,7,136,140,2.9,4,6
Kyle Williams,3079,DI,BUF,15,8,0.9,1,0,4,63.3,69.7,64.7,65.3,67.4,44.8,10.0,3,3,255,265,6.7,17,19
Rob Ninkovich,3080,ED,NE,16,7,2.2,0,0,19,57.9,59.7,83.2,56.1,62.2,33.5,23.8,10,2,350,360,5.4,19,25
Parys Haralson,3085,LB,NO,16,6,1.6,2,0,20,53.7,57.9,0.0,55.1,70.6,50.4,20.0,7,5,247,256,6.5,16,22
Dawan Landry,3091,S,NYJ,16,8,7.3,0,0,22,75.6,80.6,90.3,73.8,83.6,91.6,0.0,0,0,340,351,3.5,12,30
Jeremy Mincey,3136,ED,DAL,16,4,0.8,0,0,9,63.6,72.6,74.6,72.5,61.3,49.7,19.0,4,2,261,267,3.8,10,13
Kedric Golston,3141,DI,WAS,11,0,2.4,0,0,32,60.0,36.8,80.7,49.6,39.5,51.4,0.0,0,0,104,109,2.9,3,7
Antoine Bethea,3152,S,SF,16,10,4.6,0,0,28,89.6,87.7,89.8,90.0,71.6,72.7,13.1,8,0,379,391,6.6,25,43
Cortland Finnegan,3160,CB,MIA,12,4,7.5,1,0,17,63.0,61.3,87.7,40.0,54.6,52.4,33.3,3,3,267,271,0.4,1,2
Stephen Bowen,3242,DI,WAS,8,1,1.7,0,0,32,60.0,51.8,81.7,48.2,56.4,74.3,9.1,1,0,124,129,7.3,9,9
Jarrett Bush,3261,CB,GB,3,0,7.0,0,0,12,52.1,56.0,76.8,60.0,68.9,66.6,0.0,0,0,19,19,0.0,0,2
Tom Johnson,3378,DI,MIN,16,2,2.0,0,0,18,63.9,69.5,70.9,64.4,67.1,64.7,7.7,1,1,112,113,7.1,8,10
Tony McDaniel,3423,DI,SEA,16,6,3.2,0,0,29,60.0,55.9,21.6,50.5,65.2,38.5,8.0,2,4,229,237,5.2,12,17
Tramon Williams,3558,CB,GB,16,3,5.9,0,0,12,69.5,69.1,88.1,50.5,62.2,64.6,25.0,5,4,384,395,1.3,5,12
Brent Grimes,3589,CB,MIA,16,3,6.7,2,1,17,64.8,67.8,88.3,54.2,75.0,47.7,27.3,6,3,409,416,2.0,8,13
LaRon Landry,3622,S,IND,11,6,6.3,0,0,14,55.9,65.8,88.4,91.1,73.7,89.0,8.0,2,1,158,164,4.4,7,17
Patrick Willis,3627,LB,SF,6,4,4.0,1,0,28,78.1,75.0,2.2,70.9,64.3,71.4,4.8,1,3,110,113,7.3,8,16
Darrelle Revis,3630,CB,NE,16,5,2.4,0,0,19,83.1,83.5,88.9,,72.5,77.3,14.3,2,2,353,363,1.1,4,7
Lawrence Timmons,3631,LB,PIT,16,14,2.6,1,0,25,60.7,70.5,53.9,64.3,79.7,52.8,12.5,10,2,336,347,11.6,39,56
Leon Hall,3634,CB,CIN,15,5,4.4,0,0,7,68.2,67.5,20.2,44.5,74.8,52.2,11.1,3,5,321,333,2.5,8,19
Michael Griffin,3635,S,TEN,16,10,5.7,1,0,31,46.4,47.5,23.1,51.2,56.1,60.6,15.9,11,5,491,503,4.1,20,48
Reggie Nelson,3637,S,CIN,16,5,5.4,1,0,7,84.3,79.9,24.4,52.9,77.3,74.6,6.8,3,4,407,420,3.7,15,36
Brandon Meriweather,3640,S,WAS,10,3,4.3,0,2,32,43.3,55.4,88.2,80.8,77.7,66.5,3.7,1,1,223,233,6.7,15,23
Jon Beason,3641,LB,NYG,4,5,4.0,0,0,21,53.3,49.1,75.1,60.6,48.3,58.3,9.1,1,0,72,73,5.6,4,5
Anthony Spencer,3642,ED,DAL,13,5,3.5,0,0,9,69.9,66.5,50.3,59.1,71.5,79.8,0.0,0,1,110,112,8.2,9,11
Alan Branch,3649,DI,NE,8,2,2.0,0,0,19,,58.4,81.3,53.6,61.1,73.9,0.0,0,0,82,84,4.9,4,6
Paul Posluszny,3650,LB,JAX,7,4,3.2,0,0,15,61.0,61.9,77.9,69.0,59.0,74.0,5.4,2,0,192,193,9.9,19,31
Eric Weddle,3653,S,SD,16,6,7.2,0,1,27,90.0,90.3,43.6,70.5,86.4,91.1,4.0,2,3,395,403,4.8,19,42
Lamarr Woodley,3662,ED,OAK,6,3,5.3,0,0,23,75.1,56.5,81.0,59.9,47.0,54.9,14.3,1,0,133,139,0.8,1,3
David Harris,3663,LB,NYJ,16,13,3.1,0,0,22,68.4,66.3,83.7,62.8,60.1,82.4,3.6,2,1,373,384,6.2,23,41
Justin Durant,3664,LB,DAL,6,7,1.8,0,0,9,68.1,59.1,76.0,61.2,46.9,67.3,12.5,4,1,123,126,15.4,19,21
Josh Wilson,3671,CB,ATL,13,0,3.2,1,0,2,59.7,59.7,84.8,57.0,57.1,32.5,25.0,3,1,107,113,7.5,8,9
Usama Young,3682,S,OAK,4,3,10.2,0,0,23,60.1,67.6,82.5,91.2,70.3,69.2,7.1,1,0,93,97,2.2,2,10
Charles Johnson,3699,ED,CAR,16,10,3.2,2,1,5,40.9,69.2,38.1,77.1,61.2,39.4,3.4,1,4,259,262,3.9,10,18
Brandon Mebane,3701,DI,SEA,9,3,-0.7,0,0,29,58.2,59.2,38.2,65.6,58.7,59.4,14.3,2,2,142,151,6.3,9,9
Ray McDonald,3713,DI,SF,14,8,2.6,0,0,28,57.7,65.1,77.6,56.7,71.1,69.1,2.6,1,1,241,250,9.5,23,30
Brian Robison,3718,ED,MIN,16,1,2.7,1,0,18,65.9,63.6,79.0,59.8,61.3,28.0,23.8,5,1,338,349,3.6,12,15
Paul Soliai,3724,DI,ATL,15,4,1.5,0,0,2,54.4,64.2,44.0,58.7,69.7,55.9,13.8,4,3,267,273,6.7,18,21
Dashon Goldson,3742,S,TB,14,6,8.5,1,0,30,29.9,31.8,89.4,75.3,48.1,41.5,29.8,14,1,322,326,1.9,6,27
Antwan Barnes,3750,ED,NYJ,4,0,1.0,0,0,22,54.9,45.0,0.0,41.6,64.5,32.3,0.0,0,1,23,24,4.3,1,1
Tarell Brown,3763,CB,OAK,14,2,5.2,0,0,23,57.7,59.8,67.9,59.4,68.1,78.5,15.4,2,7,414,435,1.2,5,9
Corey Graham,3784,CB,BUF,16,4,7.2,0,1,4,77.0,79.3,60.5,60.0,83.1,86.0,7.7,2,4,276,289,2.5,7,20
William Gay,3786,CB,PIT,16,2,5.4,0,0,25,74.9,74.9,89.9,53.7,64.7,48.2,15.4,2,1,272,281,1.1,3,9
Adam Hayward,3798,LB,WAS,1,0,0.0,0,0,32,62.7,59.9,73.9,57.2,58.5,69.9,0.0,0,0,2,2,50.0,1,1
Desmond Bishop,3808,LB,SF,1,0,,0,0,28,60.0,28.6,67.8,,47.0,,,0,0,2,2,0.0,0,0
Trumaine McBride,3837,CB,NYG,5,2,2.0,0,1,21,80.5,74.9,81.8,76.0,37.7,55.9,25.0,2,0,67,70,6.0,4,4
Alan Ball,3853,CB,JAX,7,2,5.0,2,0,15,61.7,66.1,87.0,58.8,84.4,58.1,0.0,0,3,192,193,0.5,1,2
Jackie Battle,3885,FB,TEN,1,0,,0,0,31,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Craig Dahl,3920,S,SF,9,1,7.3,0,0,28,58.9,56.0,85.9,50.6,49.8,55.8,33.3,2,1,57,59,0.0,0,3
Mike Devito,3928,DI,KC,1,0,4.0,0,0,16,,66.2,74.6,61.7,64.6,68.1,0.0,0,0,11,11,0.0,0,1
Jason Trusnik,4083,LB,MIA,13,13,2.8,0,0,17,54.3,65.0,78.3,65.2,72.2,82.1,5.6,2,0,170,172,8.8,15,21
James Ihedigbo,4147,S,DET,13,8,3.3,0,1,11,85.1,84.6,46.3,92.9,65.9,48.5,23.7,9,3,252,263,5.6,14,21
Chris Long,4316,ED,SL,6,1,0.3,1,0,26,60.0,44.9,54.8,46.4,53.0,45.3,33.3,2,2,91,94,2.2,2,3
Keith Rivers,4323,LB,BUF,9,5,3.5,0,0,4,47.4,50.3,79.0,52.3,58.1,34.9,8.3,1,0,69,69,5.8,4,6
Jerod Mayo,4324,LB,NE,6,8,4.2,0,0,19,56.4,65.8,80.1,61.4,72.7,83.3,5.7,2,0,135,138,10.4,14,25
Leodis McKelvin,4325,CB,BUF,10,0,5.7,1,0,4,62.7,63.6,86.2,59.5,63.6,45.5,25.0,1,5,175,180,1.7,3,3
Dominique Rodgers-Cromartie,4330,CB,NYG,16,2,12.4,0,0,21,76.2,77.1,87.8,59.7,71.8,59.4,12.5,1,5,276,281,0.4,1,5
Aqib Talib,4334,CB,DEN,15,2,4.4,0,0,10,72.0,75.0,64.8,80.9,84.9,68.3,9.1,1,3,285,290,1.4,4,8
Mike Jenkins,4339,CB,TB,1,0,7.0,1,0,30,61.3,56.0,75.6,60.0,46.6,29.6,50.0,1,1,16,16,0.0,0,1
Antoine Cason,4341,CB,BLT,12,4,9.1,2,2,3,39.6,48.5,87.0,59.4,91.0,78.4,6.3,1,8,250,256,2.4,6,11
Brandon Flowers,4349,CB,SD,14,3,8.1,0,0,27,78.5,79.0,87.7,62.2,67.5,73.0,23.1,3,1,313,321,0.6,2,7
Curtis Lofton,4351,LB,NO,16,14,3.1,1,0,20,58.2,50.2,64.4,44.2,48.1,57.3,11.0,11,2,414,424,10.6,44,75
Tracy Porter,4354,CB,WAS,3,0,15.0,0,0,32,45.3,44.0,79.4,,44.8,55.6,33.3,1,0,32,32,0.0,0,2
Calais Campbell,4364,DI,ARZ,14,10,1.6,0,1,1,71.8,82.7,76.1,61.6,90.0,77.1,2.0,1,1,273,279,12.1,33,39
Quentin Groves,4366,ED,TEN,14,2,0.6,2,0,31,36.3,43.2,21.3,53.4,54.9,28.9,30.8,4,3,123,127,5.7,7,7
Jason Jones,4368,ED,DET,16,4,3.3,1,0,11,57.9,60.3,13.0,59.3,73.1,57.0,21.4,3,7,176,179,3.4,6,7
Kendall Langford,4380,DI,SL,16,5,0.9,0,0,26,59.9,67.2,87.3,59.2,67.1,48.9,15.0,3,0,228,233,4.8,11,12
Charles Godfrey,4381,S,ATL,7,2,4.7,0,0,2,34.5,34.2,82.9,44.5,60.4,43.7,0.0,0,1,56,58,3.6,2,3
Pat Sims,4391,DI,OAK,16,5,2.7,0,0,23,61.3,61.3,36.1,55.0,65.9,60.4,9.7,3,2,219,233,7.3,16,23
Andre Fluellen,4401,DI,DET,8,0,0.3,0,0,11,66.1,54.5,13.6,61.1,54.2,72.5,0.0,0,1,56,59,3.6,2,4
Cliff Avril,4406,ED,SEA,16,4,0.8,0,0,29,38.9,68.1,32.6,74.6,62.0,25.9,26.3,5,4,230,237,3.5,8,10
Philip Wheeler,4407,LB,MIA,15,6,3.0,0,0,17,51.6,62.6,39.1,63.8,72.0,64.1,0.0,0,1,195,197,9.7,19,28
Thomas DeCoud,4412,S,CAR,12,5,15.2,0,0,5,61.9,56.0,22.9,42.2,47.9,56.8,25.0,5,3,246,252,0.4,1,10
Tyvon Branch,4414,S,OAK,3,2,4.7,0,0,23,58.6,64.9,81.1,68.6,70.5,73.2,18.2,4,0,97,104,7.2,7,16
William Hayes,4417,ED,SL,16,4,1.1,1,1,26,55.1,71.9,32.6,66.2,77.3,30.8,11.4,4,3,218,224,10.6,23,27
Dwight Lowery,4427,S,ATL,16,3,10.5,0,0,2,62.0,67.5,91.1,70.8,75.5,67.9,10.3,3,0,396,405,1.8,7,23
Quintin Demps,4431,S,NYG,13,1,10.2,0,1,21,57.2,55.5,50.1,43.6,57.2,51.0,19.2,5,1,232,240,3.4,8,20
Red Bryant,4435,ED,JAX,16,6,2.1,0,0,15,53.4,67.5,84.9,45.6,79.4,68.4,7.7,2,0,294,297,5.1,15,18
Brandon Carr,4454,CB,DAL,16,3,9.1,6,0,9,53.6,56.4,66.8,91.3,65.0,31.3,21.7,5,8,371,380,1.6,6,15
Zackary Bowman,4456,CB,NYG,13,3,7.1,1,0,21,51.7,56.6,85.7,52.6,75.2,75.9,7.1,1,1,194,201,1.5,3,10
Orlando Scandrick,4457,CB,DAL,14,3,5.8,0,0,9,82.5,84.7,18.4,92.5,70.0,67.0,10.0,1,6,312,321,0.6,2,6
Letroy Guion,4466,DI,GB,16,6,2.5,1,1,12,59.8,54.0,30.5,57.9,56.8,56.9,13.3,4,4,284,291,4.9,14,20
Kroy Biermann,4468,ED,ATL,16,15,1.6,0,0,2,37.6,61.5,72.6,57.7,72.3,59.2,6.3,4,1,353,361,10.8,38,45
Erik Walden,4481,ED,IND,15,6,3.4,0,0,14,72.9,63.9,28.1,62.6,61.9,74.6,11.5,3,4,255,262,4.7,12,17
Trevor Scott,4483,ED,CHI,2,1,3.0,0,0,6,,60.4,73.8,66.0,56.1,72.1,0.0,0,0,13,13,0.0,0,1
Geno Hayes,4489,LB,JAX,16,6,0.9,0,0,15,58.3,68.2,76.4,92.9,66.7,87.2,7.3,3,0,298,300,9.4,28,32
Nick Hayden,4495,DI,DAL,16,6,2.9,0,0,9,54.8,44.4,87.1,48.2,46.7,70.6,3.2,1,0,247,255,6.5,16,24
Ahtyba Rubin,4504,DI,CLV,13,6,3.2,1,0,8,63.2,50.3,68.0,48.7,54.0,57.6,6.7,2,1,243,246,5.8,14,22
Ryan Mundy,4508,S,CHI,16,19,4.4,1,0,6,75.7,75.4,37.5,78.5,72.4,89.2,6.8,4,2,374,384,5.3,20,36
Joe Mays,4514,LB,KC,5,1,5.4,0,0,16,65.2,53.9,82.8,52.0,48.6,68.4,0.0,0,0,72,73,2.8,2,9
Andy Studebaker,4517,ED,IND,11,5,2.2,0,2,14,31.4,67.0,47.9,54.6,89.9,58.2,0.0,0,1,91,94,4.4,4,5
Cary Williams,4543,CB,PHI,16,2,10.8,0,0,24,65.6,65.4,52.5,57.9,64.4,67.8,11.1,2,7,441,450,0.7,3,14
Wesley Woodyard,4583,LB,TEN,16,25,2.9,0,0,31,59.7,54.8,69.0,63.7,49.4,49.1,11.3,8,1,418,429,6.2,26,38
