player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,1,0,0,,0,0,5,,60.5,78.3,59.3,59.6,69.6,1,0,0,,,0,0,0,0.0,0,1,0,0,0,27,27,0,3,22,2,0,0,21,6,0,1,0,0,2,0,0,0,
James Harrison,1251,ED,PIT,1,0,0,,0,0,25,,70.3,69.8,68.9,60.0,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,4,4,0,0,4,0,0,0,2,2,0,0,0,0,1,0,0,0,
Terence Newman,1321,CB,MIN,1,1,0,75.0,0,0,18,68.4,66.0,76.0,60.0,53.4,82.8,0,0,0,27,0.0,0,0,0,108.3,3,0,2,13,28,41,1,0,0,1,0,0,40,1,12,25,1,3,4,0,0,42,7,14.0
Terrell Suggs,1326,ED,BLT,1,1,1,100.0,0,1,3,63.3,81.1,77.1,71.8,73.9,59.3,0,2,0,6,20.0,1,0,0,91.7,1,2,0,0,1,49,49,0,0,49,0,0,0,28,20,0,3,3,1,4,0,6,4,6.0
Karlos Dansby,1754,LB,ARZ,1,1,0,83.3,0,0,1,45.0,47.5,79.5,60.0,58.4,37.3,0,0,0,14,22.2,2,0,0,138.2,5,0,66,0,41,69,0,0,0,0,0,0,69,1,27,2,5,6,6,0,1,46,24,9.2
Mike Adams,1972,S,CAR,1,0,0,100.0,0,0,5,59.9,63.7,76.1,,69.9,82.2,0,0,0,13,0.0,0,0,0,118.8,1,0,17,0,41,57,3,0,0,3,0,28,54,0,16,9,2,5,1,0,0,13,7,13.0
Thomas Davis Sr.,2231,LB,CAR,1,0,0,100.0,0,0,5,77.8,82.0,76.8,68.2,68.6,81.4,0,0,0,7,0.0,0,0,0,89.2,5,1,48,1,35,57,6,0,0,6,0,0,51,6,16,2,5,6,5,1,0,27,18,5.4
Derrick Johnson,2232,LB,KC,1,2,0,0.0,0,0,16,68.1,69.6,79.5,54.7,65.8,61.7,0,0,0,,0.0,0,0,0,39.6,0,0,72,3,42,81,4,0,0,4,0,1,77,3,36,1,2,4,2,0,0,0,0,
Lorenzo Alexander,2476,ED,BUF,1,0,0,100.0,0,0,4,79.0,89.3,74.2,73.9,70.8,75.7,1,3,0,-1,0.0,0,0,0,79.2,1,0,11,0,6,25,13,0,0,13,0,0,12,12,7,1,1,3,1,4,0,-1,5,-1.0
Ahmad Brooks,2945,ED,GB,1,0,0,,0,0,12,,50.6,73.6,51.6,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,6,5,0,0,5,0,0,1,5,1,0,0,0,0,0,0,0,0,
Haloti Ngata,2957,DI,DET,1,1,1,,0,0,11,60.0,54.5,77.5,66.3,58.2,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,40,40,2,35,0,3,0,0,31,9,0,0,0,0,0,0,0,0,
Johnathan Joseph,2969,CB,HST,1,0,0,0.0,0,0,13,68.6,68.6,76.9,,63.3,,0,0,0,,,0,1,0,39.6,0,0,0,38,22,42,0,0,0,0,0,0,42,0,20,4,0,0,3,0,0,0,0,
Frostee Rucker,3036,DI,ARZ,1,0,0,,0,0,1,,64.6,77.9,59.4,64.4,77.2,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,45,44,3,39,1,1,0,1,26,19,0,2,3,0,2,0,0,0,
Domata Peko Sr.,3068,DI,DEN,1,0,0,,0,0,10,,55.9,76.6,61.0,54.5,69.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,26,26,9,16,0,1,0,0,10,16,0,1,2,0,0,0,0,0,
Elvis Dumervil,3071,ED,SF,1,0,0,,0,0,28,,62.7,74.1,61.4,60.0,,1,1,0,,,0,0,0,0.0,0,0,0,0,0,16,16,0,0,16,0,0,0,13,3,0,0,0,0,2,0,0,0,
Kyle Williams,3079,DI,BUF,1,0,0,,0,0,4,61.7,78.3,77.3,63.0,72.8,69.0,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,0,36,0,7,0,0,33,10,0,2,2,0,4,0,0,0,
Antoine Bethea,3152,S,ARZ,1,0,0,75.0,0,0,1,74.7,79.8,76.2,,65.8,55.7,0,0,0,31,16.7,1,0,0,104.2,3,0,12,0,44,60,0,0,0,0,0,44,60,0,16,4,3,5,4,0,0,38,13,12.7
Tom Johnson,3378,DI,MIN,1,1,0,,0,0,18,,45.6,0.0,59.2,50.1,68.7,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,45,45,5,40,0,0,0,0,32,13,0,0,0,0,0,0,0,0,
Tramon Williams,3558,CB,ARZ,1,0,0,,0,0,1,61.6,62.4,64.4,,,,0,0,0,,,0,0,0,0.0,0,0,2,0,3,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,
Reggie Nelson,3637,S,OAK,1,3,0,0.0,0,0,23,73.5,76.1,79.6,60.0,62.1,85.1,0,1,0,,0.0,0,1,0,39.6,0,0,16,2,43,64,1,0,0,1,0,39,63,1,20,6,0,5,2,1,0,0,0,
