player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cary Williams,4543,CB,SEA,10,0,29,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,350,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Kyle Fuller,8649,CB,CHI,13,0,6,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.2,1,477,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Mike Jenkins,4339,CB,TB,8,0,30,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,169,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Justin Coleman,9892,CB,NE,7,0,19,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,197,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jason McCourty,5127,CB,TEN,4,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.9,1,115,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Paul Dawson,9532,LB,CIN,4,0,7,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,5.9,1,17,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Blidi Wreh-Wilson,7851,CB,TEN,9,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.5,1,194,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Terence Newman,1321,CB,MIN,13,0,18,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,2,457,2,50.0,0,0,2,0,100.0,2,2,50.0,0,0,0,0,0,0
Darius Slay,7817,CB,DET,13,0,11,0,2,0,0,2,2,100.0,2,2,50.0,0,0,0,2,0.4,2,462,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Vontae Davis,4948,CB,IND,13,0,14,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,496,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Quinten Rollins,9495,CB,GB,9,0,12,0,2,0,0,0,0,25.0,1,0,0.0,0,0,0,0,3.1,4,129,3,50.0,0,0,2,0,75.0,3,3,66.7,1,1,0,1,1,0
Dewey McDonald,8913,S,NE,1,0,19,1,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Desmond Trufant,7803,CB,ATL,13,0,2,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.5,2,428,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
